product_id,actual_price,rating,category_Car&Motorbike,category_Computers&Accessories,category_Electronics,category_Health&PersonalCare,category_Home&Kitchen,category_HomeImprovement,category_MusicalInstruments,category_OfficeProducts,category_Toys&Games,Cluster
B07KSB1MLX,1600.0,4.0,False,False,True,False,False,False,False,False,False,0
B081FG1QYX,999.0,4.3,False,True,False,False,False,False,False,False,False,1
B08R69WBN7,499.0,4.0,False,True,False,False,False,False,False,False,False,1
B0B3RHX6B6,399.0,3.9,False,True,False,False,False,False,False,False,False,1
B084N18QZY,849.0,4.5,False,True,False,False,False,False,False,False,False,1
B081NHWT6Z,1199.0,3.9,False,False,True,False,False,False,False,False,False,0
B07JPJJZ2H,1299.0,4.2,False,True,False,False,False,False,False,False,False,1
B09JKNF147,1999.0,4.0,False,False,True,False,False,False,False,False,False,0
B0B9959XF3,22990.0,4.3,False,False,True,False,False,False,False,False,False,0
B09PNR6F8Q,399.0,4.0,False,True,False,False,False,False,False,False,False,1
B07M69276N,2499.0,4.4,False,True,False,False,False,False,False,False,False,1
B0B1YZ9CB8,47990.0,4.3,False,False,True,False,False,False,False,False,False,5
B09YLYB9PB,399.0,4.0,False,True,False,False,False,False,False,False,False,1
B08CTNJ985,999.0,4.3,False,True,False,False,False,False,False,False,False,1
B0BP7XLX48,1999.0,5.0,False,True,False,False,False,False,False,False,False,1
B09LHXNZLR,499.0,3.7,False,True,False,False,False,False,False,False,False,1
B0B3N8VG24,299.0,4.0,False,True,False,False,False,False,False,False,False,1
B08PSVBB2X,1099.0,4.1,False,True,False,False,False,False,False,False,False,1
B0B3MQXNFB,199.0,4.0,False,True,False,False,False,False,False,False,False,1
B08XMSKKMM,1999.0,3.3,False,False,True,False,False,False,False,False,False,0
B09L8DT7D6,499.0,3.8,False,False,True,False,False,False,False,False,False,0
B00GE55L22,699.0,4.1,False,True,False,False,False,False,False,False,False,1
B0162K34H2,999.0,4.1,False,True,False,False,False,False,False,False,False,1
B0B8SRZ5SV,1999.0,4.4,False,True,False,False,False,False,False,False,False,1
B07CWNJLPC,1200.0,4.3,False,True,False,False,False,False,False,False,False,1
B00NH12R1O,485.0,4.3,False,True,False,False,False,False,False,False,False,1
B0B8SSC5D9,1999.0,4.4,False,True,False,False,False,False,False,False,False,1
B08WKG2MWT,1099.0,4.3,False,True,False,False,False,False,False,False,False,1
B0B466C3G4,18990.0,3.9,False,False,True,False,False,False,False,False,False,0
B005LJQMZC,1999.0,4.2,False,False,True,False,False,False,False,False,False,0
B07MDRGHWQ,11000.0,4.2,False,False,True,False,False,False,False,False,False,0
B07DC4RZPY,1999.0,4.1,False,True,False,False,False,False,False,False,False,1
B0B15GSPQW,70900.0,4.3,False,False,True,False,False,False,False,False,False,5
B08GJNM9N7,1199.0,3.7,False,False,True,False,False,False,False,False,False,0
B09C6FML9B,599.0,4.1,False,True,False,False,False,False,False,False,False,1
B0B65MJ45G,549.0,3.9,False,True,False,False,False,False,False,False,False,1
B08P9RYPLR,249.0,4.0,False,True,False,False,False,False,False,False,False,1
B0B6F8HHR6,35999.0,4.2,False,False,True,False,False,False,False,False,False,5
B084MZXJN6,1699.0,4.4,False,True,False,False,False,False,False,False,False,1
B08XMG618K,499.0,4.1,False,True,False,False,False,False,False,False,False,1
B0BCKWZ884,2999.0,4.3,False,False,True,False,False,False,False,False,False,0
B00GGGOYEK,699.0,3.8,False,True,False,False,False,False,False,False,False,1
B07ZR4S1G4,699.0,4.4,False,False,True,False,False,False,False,False,False,0
B09C635BMM,999.0,4.0,False,False,True,False,False,False,False,False,False,0
B00GG59HU2,599.0,4.4,False,False,True,False,False,False,False,False,False,0
B00RGLI0ZS,599.0,4.0,False,True,False,False,False,False,False,False,False,1
B09ZPJT8B2,31990.0,4.2,False,False,True,False,False,False,False,False,False,5
B07HZ2QCGR,599.0,3.9,False,True,False,False,False,False,False,False,False,1
B095244Q22,999.0,3.7,False,True,False,False,False,False,False,False,False,1
B08CKW1KH9,599.0,3.6,False,False,True,False,False,False,False,False,False,0
B0BLV1GNLN,9990.0,4.0,False,False,True,False,False,False,False,False,False,0
B08RHPDNVV,599.0,3.5,False,False,True,False,False,False,False,False,False,0
B00NH13Q8W,800.0,4.5,False,True,False,False,False,False,False,False,False,1
B0B8SSZ76F,1999.0,4.2,False,True,False,False,False,False,False,False,False,1
B0841KQR1Z,999.0,3.8,False,False,True,False,False,False,False,False,False,0
B0B467CCB9,16990.0,3.8,False,False,True,False,False,False,False,False,False,0
B095JQVC7N,59999.0,4.1,False,False,True,False,False,False,False,False,False,5
B08PPHFXG3,999.0,4.3,False,False,True,False,False,False,False,False,False,0
B06XR9PR5X,600.0,4.4,False,False,True,False,False,False,False,False,False,0
B09JSW16QD,1490.0,3.9,False,True,False,False,False,False,False,False,False,1
B07JH1CBGW,1999.0,4.2,False,True,False,False,False,False,False,False,False,1
B09127FZCK,899.0,3.8,False,False,True,False,False,False,False,False,False,0
B083GQGT3Z,799.0,4.1,False,False,True,False,False,False,False,False,False,0
B09Q8WQ5QJ,499.0,4.1,False,True,False,False,False,False,False,False,False,1
B07YZG8PPY,2299.0,4.3,False,False,True,False,False,False,False,False,False,0
B09H39KTTB,499.0,3.7,False,False,True,False,False,False,False,False,False,0
B08DCVRW98,499.0,4.0,False,False,True,False,False,False,False,False,False,0
B0718ZN31Q,4999.0,4.2,False,False,True,False,False,False,False,False,False,0
B0162LYSFS,1749.0,4.1,False,True,False,False,False,False,False,False,False,1
B07PFJ5VQD,595.0,4.3,False,True,False,False,False,False,False,False,False,1
B01J8S6X2I,1100.0,4.4,False,True,False,False,False,False,False,False,False,1
B09MJ77786,49999.0,4.3,False,False,True,False,False,False,False,False,False,5
B09NNGHG22,56790.0,4.3,False,False,True,False,False,False,False,False,False,5
B07V5YF4ND,1199.0,3.5,False,False,True,False,False,False,False,False,False,0
B0B65P827P,549.0,3.9,False,True,False,False,False,False,False,False,False,1
B084MZYBTV,849.0,4.5,False,True,False,False,False,False,False,False,False,1
B097ZQTDVZ,899.0,3.4,False,False,True,False,False,False,False,False,False,0
B0B5F3YZY4,1099.0,4.0,False,True,False,False,False,False,False,False,False,1
B09G5TSGXV,799.0,4.0,False,True,False,False,False,False,False,False,False,1
B006LW0WDQ,795.0,4.4,False,False,True,False,False,False,False,False,False,0
B09YLX91QR,399.0,4.0,False,True,False,False,False,False,False,False,False,1
B081FJWN52,999.0,4.3,False,True,False,False,False,False,False,False,False,1
B0758F7KK7,999.0,4.0,False,False,True,False,False,False,False,False,False,0
B09L835C3V,399.0,4.2,False,False,True,False,False,False,False,False,False,0
B098TV3L96,1999.0,3.8,False,False,True,False,False,False,False,False,False,0
B08NCKT9FG,798.0,4.4,False,True,False,False,False,False,False,False,False,1
B0B4T6MR8N,800.0,3.9,False,True,False,False,False,False,False,False,False,1
B01GGKZ4NU,995.0,4.2,False,True,False,False,False,False,False,False,False,1
B09BW2GP18,1000.0,3.9,False,True,False,False,False,False,False,False,False,1
B09WN3SRC7,139900.0,4.7,False,False,True,False,False,False,False,False,False,5
B09B125CFJ,799.0,3.6,False,False,True,False,False,False,False,False,False,0
B09RQRZW2X,899.0,3.7,False,False,True,False,False,False,False,False,False,0
B07924P3C5,799.0,4.2,False,True,False,False,False,False,False,False,False,1
B08N1WL9XW,599.0,4.0,False,True,False,False,False,False,False,False,False,1
B07VVXJ2P5,399.0,3.6,False,False,True,False,False,False,False,False,False,0
B0BC8BQ432,85000.0,4.3,False,False,True,False,False,False,False,False,False,5
B06XFTHCNY,758.0,4.2,False,False,True,False,False,False,False,False,False,0
B08CT62BM1,999.0,4.3,False,True,False,False,False,False,False,False,False,1
B07CRL2GY6,799.0,4.2,False,True,False,False,False,False,False,False,False,1
B07DWFX9YS,1999.0,4.2,False,True,False,False,False,False,False,False,False,1
B01D5H90L4,700.0,4.4,False,False,True,False,False,False,False,False,False,0
B07F1P8KNV,1099.0,4.2,False,True,False,False,False,False,False,False,False,1
B084N1BM9L,1999.0,4.4,False,True,False,False,False,False,False,False,False,1
B09F6D21BY,1999.0,3.0,False,False,True,False,False,False,False,False,False,0
B09LQQYNZQ,4699.0,4.5,False,False,True,False,False,False,False,False,False,0
B0BC9BW512,24990.0,4.3,False,False,True,False,False,False,False,False,False,5
B0B61HYR92,999.0,4.2,False,True,False,False,False,False,False,False,False,1
B075ZTJ9XR,650.0,4.4,False,False,True,False,False,False,False,False,False,0
B0978V2CP6,3100.0,4.0,False,False,True,False,False,False,False,False,False,0
B09LRZYBH1,3999.0,3.8,False,False,True,False,False,False,False,False,False,0
B0B997FBZT,49990.0,4.3,False,False,True,False,False,False,False,False,False,5
B098LCVYPW,999.0,4.2,False,False,True,False,False,False,False,False,False,0
B09HV71RL1,1499.0,4.1,False,True,False,False,False,False,False,False,False,1
B08PZ6HZLT,18999.0,4.0,False,False,True,False,False,False,False,False,False,0
B075TJHWVC,2299.0,4.2,False,False,True,False,False,False,False,False,False,0
B09LV13JFB,999.0,3.3,False,False,True,False,False,False,False,False,False,0
B092BL5DCX,69900.0,4.3,False,False,True,False,False,False,False,False,False,5
B09VH568H7,299.0,3.8,False,True,False,False,False,False,False,False,False,1
B09HQSV46W,29999.0,4.2,False,False,True,False,False,False,False,False,False,5
B08TZD7FQN,599.0,3.7,False,False,True,False,False,False,False,False,False,0
B0B21XL94T,34990.0,4.3,False,False,True,False,False,False,False,False,False,5
B09PTT8DZF,670.0,3.9,False,True,False,False,False,False,False,False,False,1
B0B94JPY2N,999.0,3.0,False,True,False,False,False,False,False,False,False,1
B0B3XXSB1K,79990.0,4.3,False,False,True,False,False,False,False,False,False,5
B08RZ12GKR,499.0,3.5,False,False,True,False,False,False,False,False,False,0
B0B4T8RSJ1,800.0,3.9,False,True,False,False,False,False,False,False,False,1
B0B7B9V9QP,35000.0,4.0,False,False,True,False,False,False,False,False,False,5
B08XXVXP3J,999.0,4.3,False,True,False,False,False,False,False,False,False,1
B06XGWRKYT,15999.0,3.8,False,False,True,False,False,False,False,False,False,0
B07CWDX49D,1600.0,4.3,False,True,False,False,False,False,False,False,False,1
B09TY4MSH3,2499.0,3.3,False,False,True,False,False,False,False,False,False,0
B07RY2X9MP,1500.0,4.5,False,False,True,False,False,False,False,False,False,0
B0B2C5MJN6,54990.0,4.1,False,False,True,False,False,False,False,False,False,5
B0BBMGLQDW,1999.0,4.2,False,False,True,False,False,False,False,False,False,0
B01LONQBDG,899.0,4.1,False,True,False,False,False,False,False,False,False,1
B08XXF5V6G,50999.0,4.4,False,False,True,False,False,False,False,False,False,5
B09HK9JH4F,399.0,4.2,False,False,True,False,False,False,False,False,False,0
B09MMD1FDN,699.0,3.9,False,False,True,False,False,False,False,False,False,0
B09HN7LD5L,4500.0,4.0,False,False,True,False,False,False,False,False,False,0
B0BNDD9TN6,28900.0,4.5,False,False,True,False,False,False,False,False,False,5
B0941392C8,449.0,3.7,False,True,False,False,False,False,False,False,False,1
B01M5967SY,999.0,4.2,False,False,True,False,False,False,False,False,False,0
B016MDK4F4,499.0,4.2,False,False,True,False,False,False,False,False,False,0
B08G43CCLC,999.0,4.2,False,True,False,False,False,False,False,False,False,1
B0B61GCHC1,999.0,4.3,False,True,False,False,False,False,False,False,False,1
B07RX14W1Q,900.0,4.4,False,False,True,False,False,False,False,False,False,0
B09PLD9TCD,42999.0,4.2,False,False,True,False,False,False,False,False,False,5
B0B8ZKWGKD,1052.0,4.3,False,False,True,False,False,False,False,False,False,0
B09NNJ9WYM,19990.0,3.7,False,False,True,False,False,False,False,False,False,0
B08H5L8V1L,1099.0,4.3,False,True,False,False,False,False,False,False,False,1
B0B8CXTTG3,25999.0,4.2,False,False,True,False,False,False,False,False,False,5
B09HCH3JZG,1899.0,4.4,False,False,True,False,False,False,False,False,False,0
B097JVLW3L,3500.0,3.5,False,False,True,False,False,False,False,False,False,0
B09SB6SJB4,599.0,4.1,False,True,False,False,False,False,False,False,False,1
B08NW8GHCJ,999.0,4.3,False,True,False,False,False,False,False,False,False,1
B09YHLPQYT,600.0,4.2,False,False,True,False,False,False,False,False,False,0
B08G1RW2Q3,799.0,4.0,False,True,False,False,False,False,False,False,False,1
B08YXJJW8H,399.0,3.9,False,False,True,False,False,False,False,False,False,0
B09P8M18QM,2999.0,3.3,False,False,True,False,False,False,False,False,False,0
B08BG4M4N7,499.0,3.8,False,False,True,False,False,False,False,False,False,0
B07VJ9ZTXS,599.0,4.0,False,False,True,False,False,False,False,False,False,0
B084872DQY,14999.0,4.3,False,False,True,False,False,False,False,False,False,0
B00GGGOYEU,699.0,3.9,False,True,False,False,False,False,False,False,False,1
B08FD2VSD9,51990.0,4.2,False,False,True,False,False,False,False,False,False,5
B0BQRJ3C47,999.0,5.0,False,True,False,False,False,False,False,False,False,1
B095JPKPH3,69999.0,4.1,False,False,True,False,False,False,False,False,False,5
B087JWLZ2K,50000.0,3.9,False,False,True,False,False,False,False,False,False,5
B09DSXK8JX,19499.0,4.2,False,False,True,False,False,False,False,False,False,0
B08V9C4B1J,999.0,4.3,False,True,False,False,False,False,False,False,False,1
B08PKBMJKS,499.0,3.8,False,False,True,False,False,False,False,False,False,0
B0B8VQ7KDS,2499.0,4.3,False,False,True,False,False,False,False,False,False,0
B086JTMRYL,1899.0,4.4,False,True,False,False,False,False,False,False,False,1
B09RWQ7YR6,69999.0,4.3,False,False,True,False,False,False,False,False,False,5
B00OFM6PEO,799.0,4.3,False,True,False,False,False,False,False,False,False,1
B0BF57RN3K,19999.0,4.2,False,False,True,False,False,False,False,False,False,0
B0B3RRWSF6,9999.0,4.3,False,False,True,False,False,False,False,False,False,0
B0B5B6PQCT,7990.0,3.8,False,False,True,False,False,False,False,False,False,0
B08HV83HL3,2199.0,4.3,False,False,True,False,False,False,False,False,False,0
B0BBN4DZBD,8999.0,4.0,False,False,True,False,False,False,False,False,False,0
B0B3CPQ5PF,28999.0,4.3,False,False,True,False,False,False,False,False,False,5
B0B3CQBRB4,28999.0,4.3,False,False,True,False,False,False,False,False,False,5
B0BBN56J5H,8999.0,4.0,False,False,True,False,False,False,False,False,False,0
B0BBN3WF7V,8999.0,4.0,False,False,True,False,False,False,False,False,False,0
B0BDRVFDKP,1000.0,4.4,False,False,True,False,False,False,False,False,False,0
B0B5LVS732,4999.0,4.1,False,False,True,False,False,False,False,False,False,0
B09V2Q4QVQ,1599.0,4.0,False,False,True,False,False,False,False,False,False,0
B09V12K8NT,6990.0,3.9,False,False,True,False,False,False,False,False,False,0
B01DEWVZ2C,999.0,4.1,False,False,True,False,False,False,False,False,False,0
B0BMGB3CH9,11999.0,4.2,False,False,True,False,False,False,False,False,False,0
B08D77XZX5,2499.0,3.9,False,False,True,False,False,False,False,False,False,0
B09XB8GFBQ,11999.0,4.0,False,False,True,False,False,False,False,False,False,0
B07WG8PDCW,1299.0,4.0,False,False,True,False,False,False,False,False,False,0
B07GPXXNNG,999.0,4.1,False,False,True,False,False,False,False,False,False,0
B0BDYVC5TD,1800.0,4.4,False,False,True,False,False,False,False,False,False,0
B0BMGB2TPR,11999.0,4.2,False,False,True,False,False,False,False,False,False,0
B08MC57J31,2499.0,4.3,False,False,True,False,False,False,False,False,False,0
B08HVL8QN3,2199.0,4.3,False,False,True,False,False,False,False,False,False,0
B0746JGVDS,999.0,3.9,False,False,True,False,False,False,False,False,False,0
B08VFF6JQ8,1699.0,4.4,False,False,True,False,False,False,False,False,False,0
